"Title","Date","Location","Price","Bedrooms","Link","Zipcode"
"🍩LOW FLOOR 1BR APARTMENT IN THE BRONX🍩","Dec 26","character(0)","$1575","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-low-floor-1br-apartment-in-the/6779050885.html","10467"
"📞📞CAN'T GET BETTER THAN THIS---NO FEE 1BR","Dec 26","character(0)","$1550","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-cant-get-better-than-this-no-fee/6771766574.html","10467"
"GORGEOUS 1BR SPACIOUS NEW APARTMENT 🤗","Dec 26","character(0)","$1550","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-gorgeous-1br-spacious-new/6763350584.html","10467"
"GORGEOUS 1BR SPACIOUS NEW APARTMENT 🎰","Dec 26","character(0)","$1625","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-gorgeous-1br-spacious-new/6770364021.html","10467"
"BIG TWO BEDROOMS APT NEWLY RENOVATED NEAR 4-D TRAIN","Dec 26"," (E 206th St)","$1750","
                    2br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-big-two-bedrooms-apt-newly/6764344772.html","10467"
"4th floor walk up**spacious 1 bedroom* showing today","Dec 26"," (Bx)","$1400","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-4th-floor-walk-upspacious-1/6780191805.html","10467"
"Two bedroom for rent","Dec 26"," (2 train)","$1700","
                    2br -
                ","https://newyork.craigslist.org/brx/abo/d/two-bedroom-for-rent/6780190919.html","10467"
"stunning one Bedroom Apartment / Near Montefiore Hospital/ Ready to Mo","Dec 26"," (E Gun Hill Rd)","$1400","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-stunning-one-bedroom-apartment/6776197999.html","10467"
"COMPLETELY RENOVATED 1BR APT. FOR RENT","Dec 26"," (Bronx ,NY)","$1560","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-completely-renovated-1br-apt-for/6772406669.html","10467"
"LOVELY 1BR STEPS TO SUBWAY - SHOPPING & PARKS","Dec 26"," (NORWOOD - BRONX)","$1595","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-lovely-1br-steps-to-subway/6778988806.html","10467"
"Baychester Ave. Studio Own Private Entrance","Dec 25"," (United States)","$1175","
                    350ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-baychester-ave-studio-own-private/6780098862.html","10467"
"MOVE IN TODAY!!! BAD CREDIT OK!!","Dec 25"," (Allerton ave)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-move-in-today-bad-credit-ok/6779942096.html","10467"
"🎓1BR BRAND NEW APARTMENT IN THE BRONX--LAUNDRY ON SITE🎓","Dec 25","character(0)","$1550","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-1br-brand-new-apartment-in-the/6763604869.html","10467"
"Gas/Electric Included - Keys Available!","Dec 24"," (Allerton)","$1950","
                    2br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-gas-electric-included-keys/6779642040.html","10467"
"*BEAUTIFUL 1 BR APT. W/ STAINLESS STEEL APPLIANCES IN DESIRABLE BLDG.*","Dec 24"," (NORTHWEST BRONX/VAN CORTLANDT PARK)","$1475","
                    1br -
                    725ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/beautiful-1-br-apt-stainless-steel/6779419415.html","10467"
"SEPARATE LIVING AREA AND KITCHEN ⭐️","Dec 22","character(0)","$1625","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-separate-living-area-and-kitchen/6760561809.html","10467"
"Gorgeous 1-Bdrm•Renovated•Bright•Spacious•Walk-up•near train","Dec 22"," (Allerton)","$1500","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-gorgeous-1/6778742209.html","10467"
"three bedroom two baths for rent all","Dec 22"," (north east bronx)","$1950","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/three-bedroom-two-baths-for-rent-all/6778655197.html","10467"
"THREE bedroom  two bathsfor rent a","Dec 22"," (north east bronx)","$1950","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/three-bedroom-two-bathsfor-rent/6778656752.html","10467"
"1 BR - SPACIOUS, 3RD FLR OF WALKUP BLDG - PRIME NORWOOD - NEAR SUBWAY","Dec 21"," (BRONX)","$1595","
                    1br -
                    500ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-1-br-spacious-3rd-flr-of-walkup/6760445509.html","10467"
"1BEDROOM MARION AVE EAST 201 ST $1400","Dec 20"," (MARION AVE)","$1400","
                    1br -
                    800ft2 -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-1bedroom-marion-ave-east-201-st/6777427802.html","10467"
"Apartments For Rent Bronx,","Dec 17"," (Bronx)","$1250","character(0)","https://newyork.craigslist.org/brx/fee/d/new-york-city-apartments-for-rent-bronx/6774775430.html","10467"
"Bainbridge Avenue East 206th Street Studio","Dec 12","character(0)","$1200","character(0)","https://newyork.craigslist.org/brx/fee/d/bronx-bainbridge-avenue-east-206th/6770958195.html","10467"
"WOODLAWN BRONX-- FOUR BEDROOM TWO BATHS-2995","Dec 10"," (233RD STREET VICINITY)","$2995","
                    4br -
                    1200ft2 -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-woodlawn-bronx-four-bedroom-two/6769792115.html","10467"
"SPACIOUS AND FUNCTIONAL 1BR APT","Dec  3"," (MOSHOLU PKWY. / WILLIAMS BRIDGE)","$1375","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-spacious-and-functional-1br-apt/6764085315.html","10467"
"Newly renovated 1 Bed 1 Bath located on E Mosholu Pkway in the Bronx.","Dec  1","character(0)","$1295","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-newly-renovated-1-bed-1-bath/6762129775.html","10467"
"Top Floor Beauty","Dec 27"," (Bedford Park)","$1500","
                    2br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-top-floor-beauty/6780984759.html","10468"
"University Ave","Dec 27"," (BX NY)","$2400","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/university-ave/6778111974.html","10468"
"University Ave","Dec 27"," (BX NY)","$2400","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/university-ave/6764012145.html","10468"
"University Ave","Dec 27"," (BX NY)","$2400","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/university-ave/6774657905.html","10468"
"University Ave","Dec 27"," (BX NY)","$2400","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/university-ave/6779720532.html","10468"
"Grand Concouse","Dec 27"," (BX NY)","$1725","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-grand-concouse/6766852129.html","10468"
"One bedroom apartment","Dec 27"," (Grand concourse)","$1600","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-one-bedroom-apartment/6763591394.html","10468"
"STUDIO APARTMENT","Dec 27"," (Webb avenue)","$1300","character(0)","https://newyork.craigslist.org/brx/abo/d/bronx-studio-apartment/6767313720.html","10468"
"Fully renovated 3 bedroom apartment with brand new appliances","Dec 26"," (Bronx)","$2200","character(0)","https://newyork.craigslist.org/brx/abo/d/bronx-fully-renovated-3-bedroom/6780760696.html","10468"
"Spacious 1bdrm apt in blding nr subway","Dec 26"," (Bronx)","$1325","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-spacious-1bdrm-apt-in-blding-nr/6771964665.html","10468"
"Fully & Beautifully Renovated 1 Bedroom near 2 Trains & Lehman College","Dec 26","character(0)","$1595","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-fully-beautifully-renovated-1/6780524052.html","10468"
"**Beautiful 3 Bedroom and 1 Bathroom apartment on WALTON AVE**","Dec 26"," (WALTON AVE, BRONX)","$2150","
                    3br -
                    1050ft2 -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-beautiful-3-bedroom-and-1/6780346573.html","10468"
"Newly Renovated 1 Bedroom","Dec 26"," (750 E 227th St)","$1300","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/newly-renovated-1-bedroom/6780136144.html","10468"
"Newly Renovated  2 Bedroom","Dec 26"," (750 E 227th St)","$1600","
                    2br -
                ","https://newyork.craigslist.org/brx/abo/d/newly-renovated-2-bedroom/6780135306.html","10468"
"4 bedroom Sec 8","Dec 25"," (238 Th St.)","$2538","character(0)","https://newyork.craigslist.org/brx/abo/d/bronx-4-bedroom-sec-8/6758656036.html","10468"
"New Years .. New Apt.. New Kitchen and Floors.. Nice Area.. Clean Buil","Dec 25"," (Fordham area)","$1650","
                    2br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-new-years-new-apt-new-kitchen-and/6779989345.html","10468"
"3bedroom apt in a building. Move in today!!!","Dec 25"," (Kingsbridge rd/University Avenue)","$2350","
                    3br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-3bedroom-apt-in-building-move-in/6775711214.html","10468"
"Perfect, Petite Apartment","Dec 24"," (Bedford Park)","$1195","
                    1br -
                ","https://newyork.craigslist.org/brx/abo/d/bronx-perfect-petite-apartment/6779432682.html","10468"
"1 BEDROOM","Dec 21"," (DEVOE TERRACE)","$1300","character(0)","https://newyork.craigslist.org/brx/fee/d/bronx-1-bedroom/6777752159.html","10468"
"SECTION-8 2 BEDROOM / NEWLY RENOVATED","Dec 18"," (ALL BRONX AREAS)","$1801","
                    2br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-section-8-2-bedroom-newly/6775899548.html","10468"
"BRONX LUXURY NOW:  GAS/HEAT/HOT WATER INCLUDED","Dec 15"," (BRONX)","$2000","character(0)","https://newyork.craigslist.org/brx/nfb/d/bronx-bronx-luxury-now-gas-heat-hot/6773727005.html","10468"
"THE BOOGIE DOWN LUXURY IS HERE!!!","Dec 15"," (BRONX)","$1800","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-the-boogie-down-luxury-is-here/6773725715.html","10468"
"THE BRONX IS ON FIRE W/ LUXURY UNITS!!!","Dec 15"," (BRONX)","$1800","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-the-bronx-is-on-fire-luxury-units/6773723991.html","10468"
"DWNTWN LUXURY UPTWN!!!","Dec 15"," (BRONX)","$1800","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-dwntwn-luxury-uptwn/6773722320.html","10468"
"PANORAMIC LUXURY VIEWS NOW!!!","Dec 15"," (BRONX)","$1800","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-panoramic-luxury-views-now/6773709571.html","10468"
"Nice 1br Apt By Kingsbridge Terrace Bronx Area","Dec  7"," (195 Street)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-nice-1br-apt-by-kingsbridge/6767347192.html","10468"
"Nice 1br Apt By Ryer Ave Bronx Area","Dec  7"," (182 Street)","$1595","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-nice-1br-apt-by-ryer-ave-bronx/6767339321.html","10468"
"SECTION-8 2 BEDROOM / NEWLY RENOVATED","Dec  7"," (ALL BRONX AREAS)","$1801","
                    2br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-section-8-2-bedroom-newly/6766995022.html","10468"
"Apartment for Rent","Dec  6"," (Bronx)","$1830","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brx/nfb/d/bronx-apartment-for-rent/6766659184.html","10468"
"**LUXURY 2 Bedroom Apartment by Lehman College, Jerome Park - NO FEE**","Dec  4"," (Jerome Park, Bronx, NY)","$2250","
                    2br -
                    950ft2 -
                ","https://newyork.craigslist.org/brx/nfb/d/bronx-luxury-2-bedroom-apartment-by/6764990339.html","10468"
"Affordable Studio Apartment FOR RENT!!","Dec  4"," (2356 Grand Concourse Ave)","$1350","
                    1br -
                ","https://newyork.craigslist.org/brx/nfb/d/bronx-affordable-studio-apartment-for/6764772188.html","10468"
"Very spacious 1 Bedroom - Stainless Steel Appliance - Kingsbridge","Dec  2"," (University Heights)","$1700","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-very-spacious-1-bedroom-stainless/6763121381.html","10468"
"Very spacious 1 Bedroom - Stainless Steel Appliance - Kingsbridge","Nov 29"," (University Heights)","$1700","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-very-spacious-1-bedroom-stainless/6760698988.html","10468"
"SECTION-8 2 BEDROOM / NEWLY RENOVATED","Nov 28"," (ALL BRONX AREAS)","$1801","
                    2br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-section-8-2-bedroom-newly/6759886561.html","10468"
"Very spacious 1 Bedroom - Stainless Steel Appliance - Kingsbridge","Nov 28"," (University Heights)","$1700","
                    1br -
                ","https://newyork.craigslist.org/brx/fee/d/bronx-very-spacious-1-bedroom-stainless/6759469459.html","10468"
"**LUXURY 2 Bedroom Apartments by Lehman College, Jerome Park**","Nov 27"," (Jerome Park, Bronx, NY)","$2100","
                    2br -
                    700ft2 -
                ","https://newyork.craigslist.org/brx/nfb/d/bronx-luxury-2-bedroom-apartments-by/6758935029.html","10468"
"3 br apt available Hasa program","Dec 27"," (Bronx Ny)","$2300","character(0)","https://newyork.craigslist.org/brx/abo/d/bronx-3-br-apt-available-hasa-program/6780957373.html","10451"
"Spacious and well lit studio loft in thriving Mott Haven - 3B - $2,383","Dec 26"," (Third Ave Bridge)","$2383","
                    900ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-spacious-and-well-lit/6763543088.html","10451"
"Amazing corner studio loft in popular building","Dec 26"," (Mott Haven - Third Ave Bridge)","$1650","
                    400ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-amazing-corner-studio/6763532018.html","10451"
"AMAZING Studio Lofts in popular Mott Haven - 1 Month FREE!!!","Dec 26"," (Bronx)","$1700","character(0)","https://newyork.craigslist.org/brx/abo/d/bronx-amazing-studio-lofts-in-popular/6760682739.html","10451"
"Studio Lofts in Mott Haven! 1 month FREE!!!","Dec 26"," (Mott Haven - Third Ave Bridge)","$1700","
                    400ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-studio-lofts-in-mott/6760388680.html","10451"
"SPACIOUS, sem-FURNISHED 2-BDRM GORGEOUS, SUSTAINABLE, SOBRO BROWNSTONE","Dec 26"," (MOTT HAVEN)","$2000","
                    2br -
                ","https://newyork.craigslist.org/brx/abo/d/spacious-sem-furnished-2-bdrm-gorgeous/6776932117.html","10451"
