no_overall,no_inseason,no_season,viewers,air_date,pitch_title,pitch_description,deal,sharks,category_1,category_2,business_category_1,business_category_2,business_category_3,category_3
99,6,6,6.8,10/24/14, BeatBox Beverages,an innovative brand of box wine ,YES,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Business,Food_and_Related_Products,Marketing_and_Advertising,Telecommunications,Home
100,7,6,7.8,10/31/14,Titin,a weighted workout shirt designed to increase exercise performance ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Sports,Marketing_and_Advertising,Consumer_Goods_and_Services,Investing,Home
100,7,6,7.8,10/31/14, Beardbrand,a kit of facial hair maintenance products ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Business,Consumer_Goods_and_Services,Healthcare,Construction_and_Maintenance,Home
100,7,6,7.8,10/31/14, SingTrix,a karaoke system with pitch correction and various vocal effects ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Health,Arts_and_Entertainment,Marketing_and_Advertising,Investing,Science
100,7,6,7.8,10/31/14, Myself Belts,a velcro belt specially designed for young children ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Business,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Industrial_Goods_and_Services,Arts
101,8,6,7.8,11/7/14,The Natural Grip,a hand grip designed to help the user better handle fitness equipment ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Health,Consumer_Goods_and_Services,Marketing_and_Advertising,Materials,Sports
101,8,6,7.8,11/7/14, Priority One Canine,professionally trained canine bodyguards ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Recreation,Business_Services,Arts_and_Entertainment,Consumer_Goods_and_Services,Arts
101,8,6,7.8,11/7/14, Man-Pack,a multipurpose messenger bag for men ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Games,Transportation_and_Logistics,Hospitality,Consumer_Goods_and_Services,Science
101,8,6,7.8,11/7/14, Bottle Breacher,beer bottle openers made from 50 caliber bullets ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Games,Construction_and_Maintenance,Food_and_Related_Products,Agriculture_and_Forestry,Sports
102,9,6,7.6,11/14/14,Storm Stoppers,protective window coverings for use during hurricanes as an alternative to plywood ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Business,Construction_and_Maintenance,Textiles_and_Nonwovens,Agriculture_and_Forestry,Science
102,9,6,7.6,11/14/14, Pipsnacks,a line of organic mini-popcorn snacks ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Science,Food_and_Related_Products,Opportunities,Hospitality,Business
102,9,6,7.6,11/14/14, Squatty Potty,"a footstool that puts the user of a western toilet in a squatting position for more natural, healthier bowel movements ",YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Society,Healthcare,Cooperatives,Investing,Computers
102,9,6,7.6,11/14/14, Heidi Ho,a dairy-free line of plant-based cheese spreads ,YES,"Mark, Barbara, Kevin, Lori, Robert",Society,Home,Food_and_Related_Products,Investing,Hospitality,Health
103,10,6,7.9,11/21/14,Kitchen Safe,a container with a timer-lock closure to keep tempting food or items out of reach ,YES,"Mark, Daymond, Kevin, Lori, Nick Woodman",Home,Recreation,Cooperatives,Food_and_Related_Products,Business_Services,Health
103,10,6,7.9,11/21/14, Off the Cob,tortilla chips made with sweet corn instead of grain corn ,NO,"Mark, Daymond, Kevin, Lori, Nick Woodman",Home,Science,Food_and_Related_Products,Agriculture_and_Forestry,Investing,Health
103,10,6,7.9,11/21/14, MagicCook,"a portable cooking device that uses an instant heat pack to cook foods or liquids, not requiring power or fire ",YES,"Mark, Daymond, Kevin, Lori, Nick Woodman",Home,Computers,Food_and_Related_Products,Hospitality,Industrial_Goods_and_Services,Recreation
103,10,6,7.9,11/21/14, Earth Log,an environmentally friendly recycled firelog ,YES,"Mark, Daymond, Kevin, Lori, Nick Woodman",Business,Science,Textiles_and_Nonwovens,Environment,Materials,Home
104,11,6,7.2,12/5/14,Biaggi,"a line of collapsible, folding luggage designed to save space when not in use ",YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Home,Consumer_Goods_and_Services,Telecommunications,Publishing_and_Printing,Arts
104,11,6,7.2,12/5/14,  Soaps Washes and Grooming Essentials,an exfoliating and moisturizing soap bar specially formulated for men ,NO,"Mark, Daymond, Kevin, Lori, Robert",Science,Arts,Agriculture_and_Forestry,International_Business_and_Trade,Retail_Trade,Home
104,11,6,7.2,12/5/14, Gameday Couture,fashionable sports team wear for women ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Health,Arts_and_Entertainment,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Arts
104,11,6,7.2,12/5/14, Zipz,"a proprietary container and brand for a single serving of wine, similar to Copa di Vino but in a resealable glass ",YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Sports,Industrial_Goods_and_Services,Food_and_Related_Products,Information_Technology,Computers
105,12,6,7,12/12/14,The Mensch on a Bench,an alternative to The Elf on the Shelf for Jewish families ,YES,"Mark, Barbara, Kevin, Lori, Robert",Society,Arts,Publishing_and_Printing,Business_Services,Retail_Trade,Home
105,12,6,7,12/12/14, Eve Drop,a sliding clip that raises Christmas lights behind the eaves on a roof when out of season so they don't need taken down and rehung each year ,NO,"Mark, Barbara, Kevin, Lori, Robert",Arts,Sports,Construction_and_Maintenance,Agriculture_and_Forestry,Investing,Home
105,12,6,7,12/12/14, Q-Flex,a personal acupressure device ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Computers,Healthcare,Telecommunications,Information_Technology,Business
105,12,6,7,12/12/14, Hoppy Paws,stamp kits for simulating tracks left by holiday characters such as Santa's reindeer or the Easter Bunny ,YES,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Arts,Textiles_and_Nonwovens,Arts_and_Entertainment,Agriculture_and_Forestry,Games
106,13,6,7.7,1/9/15,Coffee Meets Bagel,an online dating service that uses social media aspects to match singles ,NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Business,Marketing_and_Advertising,Information_Technology,Arts_and_Entertainment,Computers
106,13,6,7.7,1/9/15, SkinnyShirt,a cross between a button-down shirt and a camisole specially designed to reduce bulk ,NO,"Mark, Barbara, Kevin, Lori, Robert",Computers,Arts,Marketing_and_Advertising,Industrial_Goods_and_Services,Telecommunications,Home
106,13,6,7.7,1/9/15, Doorman,a service that re-delivers packages ordered online during hours convenient to the customer ,YES,"Mark, Barbara, Kevin, Lori, Robert",Business,Computers,Hospitality,Marketing_and_Advertising,Telecommunications,Home
106,13,6,7.7,1/9/15, Bantam Bagels,mini bagel balls filled with varieties of cream cheese ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Hospitality,Biotechnology_and_Pharmaceuticals,Health
107,14,6,7.4,1/13/15,Scratch & Grain Baking Co.,kits with premeasured natural ingredients for making homemade cookies ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Hospitality,Healthcare,Health
107,14,6,7.4,1/13/15, Bottle Bright,an effervescent tablet for cleaning water bottles and other drinking containers ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Health,Industrial_Goods_and_Services,Environment,Materials,Computers
107,14,6,7.4,1/13/15, Vestpakz,a combination backpack and vest for schoolchildren ,NO,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Sports,Agriculture_and_Forestry,Industrial_Goods_and_Services,Publishing_and_Printing,Arts
107,14,6,7.4,1/13/15, Evrewares,reusable fabric sticker accessories such as humorous ties ,YES,"Mark, Barbara, Kevin, Lori, Robert",Arts,Business,Textiles_and_Nonwovens,Business_Services,Marketing_and_Advertising,Computers
108,15,6,8.6,1/16/15,Lumio,an elegant lighting device that folds like an accordion ,YES,"Mark, Daymond, Kevin, Lori, Robert",Arts,Computers,Publishing_and_Printing,Construction_and_Maintenance,Arts_and_Entertainment,Home
108,15,6,8.6,1/16/15, Napwell,a sleep mask that uses light to wake the user gradually ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Health,Healthcare,Telecommunications,Information_Technology,Arts
108,15,6,8.6,1/16/15, TurboPUP,complete canine meal bars ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Health,Business_Services,Hospitality,Food_and_Related_Products,Home
108,15,6,8.6,1/16/15, Bello Verde,a custom suit and clothing label ,NO,"Mark, Daymond, Kevin, Lori, Robert",Games,Arts,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Retail_Trade,Business
109,16,6,7.9,1/30/15,Victoria's Kitchen,a line of almond water beverages ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Hospitality,Business_Services,Health
109,16,6,7.9,1/30/15, GreenBox,a pizza delivery box made out of recycled materials that can be broken down into plates and storage containers ,YES,"Mark, Barbara, Kevin, Lori, Robert",Business,Home,Hospitality,Materials,Information_Technology,Recreation
109,16,6,7.9,1/30/15, Tycoon Real Estate,a crowd investing platform for real estate ,NO,"Mark, Barbara, Kevin, Lori, Robert",Business,Computers,Investing,Real_Estate,Business_Services,Home
109,16,6,7.9,1/30/15, Phonesoap,a device that uses ultraviolet light to remove bacteria from cell phones while charging them ,YES,"Mark, Barbara, Kevin, Lori, Robert",Science,Computers,Telecommunications,Biotechnology_and_Pharmaceuticals,Environment,Health
110,17,6,7.1,2/3/15,Fresh Patch,a delivery service for patches of live grass for pet owners without yards ,YES,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Sports,Consumer_Goods_and_Services,Agriculture_and_Forestry,Transportation_and_Logistics,Health
110,17,6,7.1,2/3/15, Balm Chicky Balm Balm,a lip balm container with a secondary tip for sharing with others without spreading germs ,NO,"Mark, Barbara, Kevin, Lori, Robert",Health,Home,Healthcare,Marketing_and_Advertising,Transportation_and_Logistics,Computers
110,17,6,7.1,2/3/15, Drain Strain,a sink stopper that keeps drains free from hair clogs ,YES,"Mark, Barbara, Kevin, Lori, Robert",Games,Arts,Healthcare,Construction_and_Maintenance,Consumer_Goods_and_Services,Health
110,17,6,7.1,2/3/15, BedJet,a climate control system for maintaining beds at a desired temperature ,NO,"Mark, Barbara, Kevin, Lori, Robert",Science,Home,Cooperatives,Electronics_and_Electrical,Energy,Computers
111,18,6,7.6,2/6/15,Himalayan Dog Chew,high nutrient dog treats made from specially processed yak cheese ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Agriculture_and_Forestry,Consumer_Goods_and_Services,Health
111,18,6,7.6,2/6/15, The Lip Bar,a line of lipsticks in nontraditional colors ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Business,Food_and_Related_Products,Consumer_Goods_and_Services,Automotive,Arts
111,18,6,7.6,2/6/15, BeverageBoy,a beverage koozie that floats in water ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Business,Food_and_Related_Products,Consumer_Goods_and_Services,Hospitality,Science
111,18,6,7.6,2/6/15, FunBites,plastic devices for cutting food into fun shapes for children who are picky eaters ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Home,Arts_and_Entertainment,Publishing_and_Printing,Retail_Trade,Computers
112,19,6,7.7,2/13/15,Sseko Designs,handcrafted sandals with interchangeable accents ,NO,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Arts,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Information_Technology,Home
112,19,6,7.7,2/13/15, Gold Rush Nugget Bucket,a bucket and screen system to make panning for gold easier ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Games,Construction_and_Maintenance,Agriculture_and_Forestry,Publishing_and_Printing,Recreation
112,19,6,7.7,2/13/15, BoobyPack,a sports bra with pockets for holding valuables ,YES,"Mark, Barbara, Kevin, Lori, Robert",Sports,Home,Consumer_Goods_and_Services,Automotive,Marketing_and_Advertising,Health
112,19,6,7.7,2/13/15, Lumi,a do-it-yourself process for printing photos onto clothing ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Computers,Publishing_and_Printing,Construction_and_Maintenance,Textiles_and_Nonwovens,Business
113,20,6,8.4,2/20/15,LuminAID,"an inflatable, solar powered lighting device ",YES,"Mark, Daymond, Kevin, Lori, Robert",Science,Computers,Energy,Construction_and_Maintenance,Consumer_Goods_and_Services,Business
113,20,6,8.4,2/20/15, Taaluma Totes,backpacks made from traditional fabrics from various countries ,NO,"Mark, Daymond, Kevin, Lori, Robert",Business,Home,Textiles_and_Nonwovens,Publishing_and_Printing,International_Business_and_Trade,Arts
113,20,6,8.4,2/20/15, Keen Home,air vents for smart homes that can control air flow to individual areas ,YES,"Mark, Daymond, Kevin, Lori, Robert",Science,Home,Construction_and_Maintenance,Energy,Environment,Business
113,20,6,8.4,2/20/15, Scholly,an app that helps match students to scholarships ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Computers,Telecommunications,Information_Technology,Publishing_and_Printing,Business
114,21,6,8.2,3/6/15,Coco Jack,a set of tools for easier opening of Thai coconuts and extracting the meat from within ,YES,"Mark, Barbara, Kevin, Lori, Robert",Science,Computers,Telecommunications,Food_and_Related_Products,Information_Technology,Home
114,21,6,8.2,3/6/15, BedRyder,a set of seats with restraints to be installed in the bed of a pickup truck to allow passengers to ride in truck beds legally ,NO,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Home,Transportation_and_Logistics,Automotive,Hospitality,Games
114,21,6,8.2,3/6/15, Frill Clothing,designers and producers of custom clothing for college sororities ,YES,"Mark, Barbara, Kevin, Lori, Robert",Society,Arts,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Marketing_and_Advertising,Business
114,21,6,8.2,3/6/15, The Twin Z Pillow,a pillow that is specially designed to aid mothers of multiple children feed two children simultaneously ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Home,Retail_Trade,Agriculture_and_Forestry,Arts_and_Entertainment,Computers
115,22,6,7.2,3/13/15,Echo Valley Meats,the gourmet meat business founder returns to pitch his company again ,YES,"Mark, Daymond, Kevin, Lori, Robert",Business,Home,Investing,Food_and_Related_Products,Marketing_and_Advertising,Recreation
115,22,6,7.2,3/13/15, EmazingLights,LED-powered light gloves for gloving in dance clubs ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Arts,Consumer_Goods_and_Services,Arts_and_Entertainment,Marketing_and_Advertising,Recreation
115,22,6,7.2,3/13/15, Aqua Vault,a locking container that can be attached to chairs and rails to secure valuables while swimming ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Recreation,Business_Services,Consumer_Goods_and_Services,Information_Technology,Computers
115,22,6,7.2,3/13/15, Naja,a lingerie brand ,NO,"Mark, Daymond, Kevin, Lori, Robert",Arts,Business,Consumer_Goods_and_Services,Marketing_and_Advertising,Textiles_and_Nonwovens,Recreation
116,23,6,7.5,3/20/15,BeeSweet Lemonade,honey-sweetened lemonade with flaxseed ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Health,Opportunities,Construction_and_Maintenance,Information_Technology,Arts
116,23,6,7.5,3/20/15, BrandYourself,software to improve search results for individuals and businesses ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Business,Retail_Trade,Opportunities,Information_Technology,Health
116,23,6,7.5,3/20/15, iCPooch,a device that allows two-way video chat between pets and their owners and can dispense treats ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Recreation,Telecommunications,Marketing_and_Advertising,Information_Technology,Health
116,23,6,7.5,3/20/15, The Home T,a line of clothing and accessories focusing on the customer's home state or land ,NO,"Mark, Daymond, Kevin, Lori, Robert",Business,Recreation,Retail_Trade,Consumer_Goods_and_Services,Hospitality,Home
117,24,6,6.6,4/10/15,Budsies,a company that creates custom plush toys based on children's drawings ,NO,"Mark, Daymond, Kevin, Lori, Robert",Arts,Business,Consumer_Goods_and_Services,Marketing_and_Advertising,Arts_and_Entertainment,Recreation
117,24,6,6.6,4/10/15, Bee Thinking,beehives in various modern designs ,NO,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Health,Construction_and_Maintenance,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Science
117,24,6,6.6,4/10/15, PullyPalz,a pulley system to keep two pacifiers available to infants in case they lose one ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Science,Construction_and_Maintenance,Investing,Information_Technology,Games
117,24,6,6.6,4/10/15, Forus Athletics,workout and athletic shoes ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Health,Consumer_Goods_and_Services,Marketing_and_Advertising,Arts_and_Entertainment,Arts
118,25,6,6.5,4/17/15,NeatCheeks,wipes flavored with stevia for cleaning children's faces ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Society,Food_and_Related_Products,Consumer_Goods_and_Services,Healthcare,Business
118,25,6,6.5,4/17/15, Melni Connectors,a simpler connector for industrial electrical cables ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Business,Electronics_and_Electrical,Industrial_Goods_and_Services,Construction_and_Maintenance,Science
118,25,6,6.5,4/17/15, Beneath the Ink,a service that integrates annotated supplementary information into e-books ,NO,"Mark, Barbara, Kevin, Lori, Robert",Computers,Business,Publishing_and_Printing,Information_Technology,Investing,Recreation
118,25,6,6.5,4/17/15, PittMoss,an alternative to peat moss manufactured from recycled newspaper ,YES,"Mark, Barbara, Kevin, Lori, Robert",Science,Business,Agriculture_and_Forestry,Construction_and_Maintenance,Arts_and_Entertainment,Home
119,26,6,7.9,4/24/15,ZinePak,exclusive merchandise and collectables for superfans of various entertainment media ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Business,Arts_and_Entertainment,Business_Services,Retail_Trade,Arts
119,26,6,7.9,4/24/15, SnagaStool,a barstool reservation app ,NO,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Computers,Telecommunications,Information_Technology,Hospitality,Sports
119,26,6,7.9,4/24/15, Buck Mason,a line of basic men's clothing manufactured in the USA ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Business,Textiles_and_Nonwovens,Consumer_Goods_and_Services,Construction_and_Maintenance,Recreation
119,26,6,7.9,4/24/15, Noene USA,ultra-thin shock absorbing shoe insoles ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Computers,Healthcare,Food_and_Related_Products,Telecommunications,Arts
120,27,6,7,5/1/15,Zero Pollution Motors,a compressed air car manufactured by Motor Development International ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Business,Transportation_and_Logistics,Construction_and_Maintenance,Industrial_Goods_and_Services,Computers
120,27,6,7,5/1/15, The Paleo Diet Foods,a meal bar designed for consumers of the paleo diet ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Home,Hospitality,Food_and_Related_Products,Telecommunications,Recreation
120,27,6,7,5/1/15, World Record Striper Company,"a rattle sinker that uses sound to attract fish, designed by the world record holder for the largest striped bass ",YES,"Mark, Daymond, Kevin, Lori, Robert",Science,Recreation,Consumer_Goods_and_Services,Information_Technology,Agriculture_and_Forestry,Arts
120,27,6,7,5/1/15, Frameri,eyeglasses with interchangeable lenses and frames ,NO,"Mark, Daymond, Kevin, Lori, Robert",Arts,Health,Consumer_Goods_and_Services,Information_Technology,Construction_and_Maintenance,Home
121,28,6,6.6,5/8/15,Zoom Interiors,an online interior design service ,YES,"Mark, Barbara, Kevin, Lori, Robert",Business,Home,Construction_and_Maintenance,Business_Services,Hospitality,Computers
121,28,6,6.6,5/8/15, Sunscreen Mist,a booth for automated application of sunscreen ,NO,"Mark, Barbara, Kevin, Lori, Robert",Computers,Health,Industrial_Goods_and_Services,Information_Technology,Electronics_and_Electrical,Business
121,28,6,6.6,5/8/15, SynDaver Labs,synthetic human tissues and body parts for medical training and development ,YES,"Mark, Barbara, Kevin, Lori, Robert",Health,Science,Healthcare,Textiles_and_Nonwovens,Materials,Business
121,28,6,6.6,5/8/15, You Kick Ass,"personalized, customizable action figures ",YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Games,Hospitality,Information_Technology,Cooperatives,Home
122,29,6,7,5/15/15,Shark Wheel,a helical wheel for skateboards that is more maneuverable and has better grip ,YES,"Mark, Daymond, Kevin, Lori, Nick Woodman",Sports,Society,Consumer_Goods_and_Services,Materials,Construction_and_Maintenance,Recreation
122,29,6,7,5/15/15, Gato Cafe,a cat café ,NO,"Mark, Daymond, Kevin, Lori, Nick Woodman",Recreation,Arts,Arts_and_Entertainment,Food_and_Related_Products,Business_Services,Home
122,29,6,7,5/15/15, Sway Motorsports,an electric commuter vehicle with characteristics of a motorcycle and an all-terrain vehicle ,YES,"Mark, Daymond, Kevin, Lori, Nick Woodman",Recreation,Business,Automotive,Transportation_and_Logistics,Aerospace_and_Defense,Sports
122,29,6,7,5/15/15, Spikeball,a variant of volleyball with a circular net in the middle of the field ,YES,"Mark, Daymond, Kevin, Lori, Nick Woodman",Sports,Games,Arts_and_Entertainment,Biotechnology_and_Pharmaceuticals,Energy,Computers
123,1,7,6,9/25/15,The Beebo,a baby bottle holder to make feeding easier ,YES,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Home,Recreation,Agriculture_and_Forestry,Consumer_Goods_and_Services,Food_and_Related_Products,Health
123,1,7,6,9/25/15, Acton,motorized roller skates that strap onto shoes ,NO,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Sports,Recreation,Consumer_Goods_and_Services,Industrial_Goods_and_Services,Marketing_and_Advertising,Arts
123,1,7,6,9/25/15, McClary Bros. Drinking Vinegars,a line of vinegars to be used in cocktails and soda mixers ,NO,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Industrial_Goods_and_Services,Marketing_and_Advertising,Computers
123,1,7,6,9/25/15, SignalVault,a protector for credit cards to prevent them from being remotely scanned ,YES,"Mark, Ashton Kutcher, Kevin, Lori, Robert",Computers,Games,Information_Technology,Biotechnology_and_Pharmaceuticals,Telecommunications,Business
124,2,7,6.8,10/2/15,O'Dang Hummus,a line of flavored hummuses and hummus-based salad dressing ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Materials,Hospitality,Food_and_Related_Products,Health
124,2,7,6.8,10/2/15, Splikity,password manager software that can sync across multiple platforms and devices ,NO,"Mark, Barbara, Kevin, Lori, Robert",Computers,Business,Information_Technology,Telecommunications,Aerospace_and_Defense,Health
124,2,7,6.8,10/2/15, Mikki Bey Eyelash Extensions,an eyelash extension service ,NO,"Mark, Barbara, Kevin, Lori, Robert",Health,Computers,Agriculture_and_Forestry,Accounting,Industrial_Goods_and_Services,Home
124,2,7,6.8,10/2/15, Loliware,edible disposable cups with various flavors ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Hospitality,Retail_Trade,Computers
125,3,7,5.8,10/9/15,Foot Cardigan,a mail-order subscription service for fun and unique socks ,YES,"Mark, Daymond, Kevin, Lori, Troy Carter",Home,Business,Agriculture_and_Forestry,Consumer_Goods_and_Services,Telecommunications,Recreation
125,3,7,5.8,10/9/15, ValPark Mobile,an app for valet and garage parking ,NO,"Mark, Daymond, Kevin, Lori, Troy Carter",Computers,Recreation,Environment,Construction_and_Maintenance,Transportation_and_Logistics,Business
125,3,7,5.8,10/9/15, The Two Guys Bowtie Company,"wooden bowties, hats, and accessories ",YES,"Mark, Daymond, Kevin, Lori, Troy Carter",Recreation,Home,Consumer_Goods_and_Services,Construction_and_Maintenance,Industrial_Goods_and_Services,Business
125,3,7,5.8,10/9/15, Nerdwax,a product to prevent eyeglasses and sunglasses from slipping off the nose ,NO,"Mark, Daymond, Kevin, Lori, Troy Carter",Health,Arts,Consumer_Goods_and_Services,Aerospace_and_Defense,Retail_Trade,Home
126,4,7,5.8,10/16/15,Table 87 Coal Oven Pizza,a flash-frozen New York-style pizza ,YES,"Mark, Barbara, Kevin, Lori, Robert",Business,Home,Hospitality,Opportunities,Food_and_Related_Products,Recreation
126,4,7,5.8,10/16/15, EZ-Pee-Z,a toilet seat with a built-in potty training aid ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Computers,Information_Technology,Healthcare,Consumer_Goods_and_Services,Health
126,4,7,5.8,10/16/15, Milk + Brookies,a combination of a brownie and a cookie ,NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Arts_and_Entertainment,Agriculture_and_Forestry,Health
126,4,7,5.8,10/16/15, Dude Products,disposable toilet wipes marketed for men ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Society,Healthcare,Construction_and_Maintenance,Retail_Trade,Business
127,5,7,6.3,10/23/15,Three Jerks Jerky,premium beef jerky made from filet mignon ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Games,Food_and_Related_Products,Hospitality,Agriculture_and_Forestry,Recreation
127,5,7,6.3,10/23/15, The Skinny Mirror,a mirror that reflects a slightly slimmer reflection to boost self-confidence ,NO,"Mark, Daymond, Kevin, Lori, Robert",Health,Recreation,Investing,Construction_and_Maintenance,Marketing_and_Advertising,Computers
127,5,7,6.3,10/23/15, Switch Witch,a children's book and doll to encourage children to trade their Halloween candy for a gift ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Arts,Publishing_and_Printing,Arts_and_Entertainment,Agriculture_and_Forestry,Society
127,5,7,6.3,10/23/15, XCraft,a personal use drone that can convert in-flight from hover mode to a fast forward-flight plane mode ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Science,Accounting,Telecommunications,Transportation_and_Logistics,Home
128,6,7,6.1,10/30/15,Rent Like a Champion,a service to rent homes in collegiate sports towns on game weekends ,YES,"Mark, Chris Sacca, Kevin, Lori, Robert",Sports,Home,Retail_Trade,Construction_and_Maintenance,Business_Services,Games
128,6,7,6.1,10/30/15, HotShot,"ready-to-drink, canned hot coffee ",NO,"Mark, Chris Sacca, Kevin, Lori, Robert",Home,Health,Food_and_Related_Products,Hospitality,Marketing_and_Advertising,Recreation
128,6,7,6.1,10/30/15, Windcatcher Technology,a valve that allows for quicker inflation of objects such as air mattresses ,YES,"Mark, Chris Sacca, Kevin, Lori, Robert",Home,Business,Information_Technology,Investing,Industrial_Goods_and_Services,Science
128,6,7,6.1,10/30/15, S.T.E.M. Center USA,"a learning center for science, technology, engineering, and math and their associated technology ",YES,"Mark, Chris Sacca, Kevin, Lori, Robert",Science,Health,Environment,Information_Technology,Publishing_and_Printing,Computers
129,7,7,6.7,11/6/15,Wink Frozen Desserts,"a healthier alternative to ice cream that is dairy free, vegan, and just 100-calories per pint ",NO,"Mark, Barbara, Kevin, Lori, Robert",Home,Health,Agriculture_and_Forestry,Food_and_Related_Products,Hospitality,Recreation
129,7,7,6.7,11/6/15, Saavy Naturals,a line of beauty bars and lotions made from food-grade ingredients ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Home,Food_and_Related_Products,Consumer_Goods_and_Services,Biotechnology_and_Pharmaceuticals,Health
129,7,7,6.7,11/6/15,  Clean Cube,a digital doorman storage system for drop-off and pick-up of various delivery items ,NO,"Mark, Barbara, Kevin, Lori, Robert",Arts,Recreation,Information_Technology,Transportation_and_Logistics,Consumer_Goods_and_Services,Business
129,7,7,6.7,11/6/15, Simply Fit Board,a modified balance board for better workouts ,YES,"Mark, Barbara, Kevin, Lori, Robert",Sports,Health,Investing,Retail_Trade,Accounting,Home
130,8,7,6.1,11/13/15,AfreSHeet,a bedsheet with removable disposable layers for easier cleaning ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Computers,Healthcare,Retail_Trade,Industrial_Goods_and_Services,Recreation
130,8,7,6.1,11/13/15, Unshrinkit,a product to help unshrink wool garments ,YES,"Mark, Daymond, Kevin, Lori, Robert",Business,Arts,Textiles_and_Nonwovens,Consumer_Goods_and_Services,Agriculture_and_Forestry,Home
